score	omim	nom	n_hpo	n_hpo_foetal	n_onset_prenatal	signes_lourds	orpha	dans_syndromes
5.1	OMIM:619827	Intellectual developmental disorder, autosomal recessive 75, with neuropsychiatric features and variant lissencephaly	30	11	0	HP:0000252;HP:0001250	—	
5.1	OMIM:619817	Epidermolysis bullosa, junctional 6, with pyloric atresia	13	11	2	HP:0003811	ORPHA:79403	
5.1	OMIM:618973	Neurodegeneration, infantile-onset, biotin-responsive	20	11	0	HP:0000252;HP:0001250	—	
5.1	OMIM:618879	Neurodevelopmental disorder with hypotonia and cerebellar atrophy, with or without seizures	18	11	0	HP:0001156;HP:0001250	—	
5.1	OMIM:618730	Neurodevelopmental disorder with microcephaly, cortical malformations, and spasticity	19	11	0	HP:0000252;HP:0001250	—	
5.1	OMIM:618158	Intellectual developmental disorder with macrocephaly, seizures, and speech delay	24	11	0	HP:0001250;HP:0002007	ORPHA:717884	
5.1	OMIM:617951	Leukodystrophy, hypomyelinating, 15	38	11	0	HP:0000252;HP:0001250	—	
5.1	OMIM:617768	Kleefstra syndrome 2	20	11	0	HP:0000252;HP:0001250	ORPHA:261652	
5.1	OMIM:617599	Epileptic encephalopathy, early infantile, 55	25	11	0	HP:0000252;HP:0001250	ORPHA:1934	
5.1	OMIM:617519	Neurodevelopmental disorder with hypotonia, neuropathy, and deafness	45	21	1	HP:0001250	—	
5.1	OMIM:617341	Cerebroretinal microangiopathy with calcifications and cysts 2	19	11	0	HP:0001395;HP:0001511	ORPHA:313838	
5.1	OMIM:616794	Combined oxidative phosphorylation deficiency 28	19	11	0	HP:0001558;HP:0001561	ORPHA:466784	
5.1	OMIM:616586	Spastic paraplegia 9B, autosomal recessive	28	11	0	HP:0000252;HP:0004322	ORPHA:447760	
5.1	OMIM:616198	Combined oxidative phosphorylation deficiency 23	22	11	0	HP:0001250;HP:0001511	ORPHA:444013	
5.1	OMIM:615578	Combined oxidative phosphorylation deficiency 18	20	11	0	HP:0001511;HP:0001562	ORPHA:391348	
5.1	OMIM:615541	Intellectual developmental disorder, autosomal recessive 39	23	11	0	HP:0000252;HP:0004322	ORPHA:391307	
5.1	OMIM:615387	Immunodeficiency 7, TCR-alpha/beta deficient	19	11	0	HP:0001744;HP:0002240	ORPHA:397959	
5.1	OMIM:615160	Mitochondrial complex III deficiency, nuclear type 5	19	11	0	HP:0000252;HP:0001631	ORPHA:1460	
5.1	OMIM:614255	NESCAV syndrome	25	11	0	HP:0000252;HP:0001250	ORPHA:662367	
5.1	OMIM:613477	Epileptic encephalopathy, early infantile, 5	21	11	0	HP:0000252;HP:0001250	ORPHA:697160	
5.1	OMIM:612463	Pseudopseudohypoparathyroidism	18	11	0	HP:0001156;HP:0004322	ORPHA:79445	
5.1	OMIM:602200	Ventriculomegaly with defects of the radius and kidney	13	11	0	HP:0000104;HP:0000238	—	
5.1	OMIM:312750	Rett syndrome	30	11	0	HP:0001250;HP:0004322	ORPHA:3095,ORPHA:778	
5.1	OMIM:300400	Severe combined immunodeficiency, X-linked	22	11	0	HP:0002090;HP:0002240	ORPHA:276	
5.1	OMIM:244600	Keratoconus posticus circumscriptus	16	11	0	HP:0000175;HP:0001156	—	
5.1	OMIM:244200	Hypogonadotropic hypogonadism 3 with or without anosmia	19	11	0	HP:0000175;HP:0001250	ORPHA:432,ORPHA:478	
5.1	OMIM:214700	Diarrhea 1, secretory chloride, congenital	21	11	0	HP:0001561;HP:0001622	ORPHA:53689	
5.1	OMIM:108900	Atrial septal defect 7, with or without AV conduction defects	14	11	0	HP:0001629;HP:0001631	ORPHA:1479	
5.0	OMIM:621100	Intellectual developmental disorder, autosomal recessive 83	61	30	0	HP:0001250	—	
5.0	OMIM:620783	Developmental and epileptic encephalopathy 115	22	10	0	HP:0001250;HP:0001274	—	
5.0	OMIM:620777	Pulmonary hypertension, primary, 6	21	10	0	HP:0001622;HP:0002093	—	
5.0	OMIM:620208	Spinocerebellar ataxia, autosomal recessive 33	22	10	0	HP:0000252;HP:0001321	ORPHA:512260	
5.0	OMIM:620075	Neurodevelopmental disorder with facial dysmorphism, absent language, and pseudo-Pelger-Huet anomaly	44	30	0	HP:0001631	ORPHA:698085	
5.0	OMIM:619742	Charcot-Marie-Tooth disease, demyelinating, type 1I	24	10	0	HP:0000252;HP:0001250	—	
5.0	OMIM:619658	Cholestasis, progressive familial intrahepatic, 7, with or without hearing loss	17	10	0	HP:0001395;HP:0001744	—	
5.0	OMIM:619042	Spinal muscular atrophy, infantile, James type	19	10	0	HP:0002093;HP:0004322	—	
5.0	OMIM:619012	Combined oxidative phosphorylation deficiency 48	17	10	0	HP:0000252;HP:0001250	—	
5.0	OMIM:618229	Mitochondrial complex I deficiency, nuclear type 7	18	10	0	HP:0000252;HP:0001522	ORPHA:2609	
5.0	OMIM:618109	Intellectual developmental disorder, autosomal recessive 65	37	20	1	HP:0001631	ORPHA:88616	
5.0	OMIM:617903	Neurodevelopmental disorder with poor language and loss of hand skills	24	10	0	HP:0000252;HP:0001250	ORPHA:3095	
5.0	OMIM:617132	Developmental and epileptic encephalopathy 44	26	10	0	HP:0001250;HP:0004322	ORPHA:442835	
5.0	OMIM:616834	Microcephaly, congenital cataract, and psoriasiform dermatitis	20	10	0	HP:0000252;HP:0004322	ORPHA:488168	
5.0	OMIM:616116	Intellectual developmental disorder, autosomal recessive 46	28	10	0	HP:0001250;HP:0004322	ORPHA:88616	
5.0	OMIM:613661	Congenital disorder of glycosylation, type Ip	22	10	0	HP:0000252;HP:0001250	ORPHA:280071	
5.0	OMIM:612713	Kahrizi syndrome	16	10	0	HP:0001250;HP:0004322	ORPHA:168972	
5.0	OMIM:612089	Hypophosphatemic rickets and hyperparathyroidism	15	10	0	HP:0002007;HP:0004322	—	
5.0	OMIM:610090	Pyridoxamine 5-prime-phosphate oxidase deficiency	18	10	0	HP:0001250;HP:0001622	ORPHA:79096	
5.0	OMIM:610023	Brachydactyly, coloboma, and anterior segment dysgenesis	13	10	0	HP:0001156;HP:0004322	—	
5.0	OMIM:608203	Immunodeficiency 73A with defective neutrophil chemotaxix and leukocytosis	14	10	4		ORPHA:183707	
5.0	OMIM:606367	Immunodeficiency 41 with lymphoproliferation and autoimmunity	43	30	0	HP:0000821	ORPHA:169100	
5.0	OMIM:604321	Microcephaly 4, primary, autosomal recessive	18	10	0	HP:0001250;HP:0004322	ORPHA:2512	
5.0	OMIM:603457	Bosma arhinia microphthalmia syndrome	29	20	1	HP:0000175	ORPHA:2250	
5.0	OMIM:602541	Muscular dystrophy, congenital, megaconial type	21	10	0	HP:0000252;HP:0001250	ORPHA:280671	
5.0	OMIM:601321	Neurofibromatosis-Noonan syndrome	38	30	0	HP:0004322	ORPHA:638	
5.0	OMIM:311895	Pierre Robin sequence with facial and digital anomalies	12	10	0	HP:0000175;HP:0002007	ORPHA:2888	
5.0	OMIM:307200	Isolated growth hormone deficiency, type III, with agammaglobulinemia	25	10	0	HP:0002090;HP:0004322	ORPHA:231692,ORPHA:631,ORPHA:632	
5.0	OMIM:306000	Glycogen storage disease, type IXa1	19	10	0	HP:0001744;HP:0002240	ORPHA:264580	
5.0	OMIM:301950	Branchial arch syndrome, X-linked	13	10	0	HP:0000252;HP:0004322	ORPHA:1131	
5.0	OMIM:300915	Microphthalmia, syndromic 13	16	10	0	HP:0000252;HP:0004322	ORPHA:431140	
5.0	OMIM:300580	Myopathy, congenital, with fiber-type disproportion, X-linked	17	10	0	HP:0001561;HP:0004322	ORPHA:2020	
5.0	OMIM:278800	De Sanctis-Cacchione syndrome	44	30	0	HP:0000252	ORPHA:1569	
5.0	OMIM:265050	3MC syndrome 2	39	30	0	HP:0000175	ORPHA:293843,ORPHA:2998	
5.0	OMIM:235555	Bile acid synthesis defect, congenital, 2	14	10	0	HP:0001744;HP:0002240	ORPHA:79303	
5.0	OMIM:226900	Epiphyseal dysplasia, multiple, 4	14	10	0	HP:0001156;HP:0004322	ORPHA:93307	
5.0	OMIM:194380	Dehydrated hereditary stomatocytosis 1 with or without pseudohyperkalemia and/or perinatal edema	14	10	0	HP:0001744;HP:0002240	ORPHA:3202	
5.0	OMIM:113477	Brachymorphism-Onychodysplasia-Dysphalangism syndrome	12	10	0	HP:0000252;HP:0004322	ORPHA:1292	
4.9	OMIM:620817	MHC class II deficiency 4	23	9	0	HP:0001744;HP:0002240	—	
4.9	OMIM:620270	Neurodevelopmental disorder with absent speech and movement and behavioral abnormalities	26	9	0	HP:0001321;HP:0001511	—	
4.9	OMIM:620023	Neurodevelopmental disorder with microcephaly, movement abnormalities, and seizures	28	9	0	HP:0000252;HP:0004322	ORPHA:88616	
4.9	OMIM:619849	Cholestasis, progressive familial intrahepatic, 9	15	9	0	HP:0001744;HP:0002240	ORPHA:172	
4.9	OMIM:619795	Osteogenesis imperfecta, type XXII	20	9	0	HP:0001511;HP:0004322	ORPHA:666	dans syndromes
4.9	OMIM:619598	Rhizomelic dysplasia, Ain-Naz type	41	29	0	HP:0002007	—	
4.9	OMIM:619489	Short stature, Dauber-Argente type	17	9	0	HP:0000252;HP:0004322	—	
4.9	OMIM:619150	Intellectual developmental disorder with paroxysmal dyskinesia or seizures	25	9	0	HP:0000252;HP:0001250	—	
4.9	OMIM:618892	Harderoporphyria	15	9	0	HP:0001744;HP:0002240	ORPHA:659672	
4.9	OMIM:618853	Anauxetic dysplasia 3	36	29	0	HP:0001156	ORPHA:93347	
4.9	OMIM:618852	Autoinflammation with episodic fever and lymphadenopathy	11	9	0	HP:0001744;HP:0002240	—	
4.9	OMIM:618721	Epileptic encephalopathy, early infantile, 82	19	9	0	HP:0001250;HP:0004322	—	
4.9	OMIM:618243	Mitochondrial complex I deficiency, nuclear type 22	14	9	0	HP:0001511;HP:0002093	—	
4.9	OMIM:618107	Osteopetrosis, autosomal dominant 3	14	9	0	HP:0001744;HP:0002240	—	
